location,target,type,unit,bin_start_incl,bin_end_notincl,value
HHS Region 1,1 wk ahead,Bin,percent,8.2,8.3,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,8.3,8.4,7.43549961447431e-05
HHS Region 1,1 wk ahead,Bin,percent,8.4,8.5,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,8.5,8.6,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,8.6,8.7,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,8.7,8.8,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,8.8,8.9,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,8.9,9.0,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,9.0,9.1,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,9.1,9.2,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,9.2,9.3,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,9.3,9.4,7.35227530498641e-05
HHS Region 1,1 wk ahead,Bin,percent,9.4,9.5,7.35227530498641e-05
HHS Region 1,1 wk ahead,Bin,percent,9.5,9.6,7.43549961447431e-05
HHS Region 1,1 wk ahead,Bin,percent,9.6,9.7,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,9.7,9.8,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,9.8,9.9,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,9.9,10.0,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,10.0,10.1,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,10.1,10.2,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,10.2,10.3,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,10.3,10.4,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,10.4,10.5,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,10.5,10.6,7.35227530498641e-05
HHS Region 1,1 wk ahead,Bin,percent,10.6,10.7,7.35227530498641e-05
HHS Region 1,1 wk ahead,Bin,percent,10.7,10.8,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,10.8,10.9,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,10.9,11.0,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,11.0,11.1,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,11.1,11.2,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,11.2,11.3,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,11.3,11.4,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,11.4,11.5,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,11.5,11.6,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,11.6,11.7,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,11.7,11.8,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,11.8,11.9,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,11.9,12.0,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,12.0,12.1,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,12.1,12.2,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,12.2,12.3,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,12.3,12.4,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,12.4,12.5,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,12.5,12.6,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,12.6,12.7,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,12.7,12.8,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,12.8,12.9,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,12.9,13.0,7.26905099549851e-05
HHS Region 1,1 wk ahead,Bin,percent,13.0,100.0,7.26905099549851e-05
HHS Region 1,2 wk ahead,Bin,percent,0.0,0.1,8.3193489368995e-05
HHS Region 1,2 wk ahead,Bin,percent,0.1,0.2,0.000463597222372797
HHS Region 1,2 wk ahead,Bin,percent,0.2,0.3,0.00294771709817465
HHS Region 1,2 wk ahead,Bin,percent,0.3,0.4,0.00846694322837822
HHS Region 1,2 wk ahead,Bin,percent,0.4,0.5,0.0139343693362466
HHS Region 1,2 wk ahead,Bin,percent,0.5,0.6,0.0219924784979151
HHS Region 1,2 wk ahead,Bin,percent,0.6,0.7,0.0301497062180932
HHS Region 1,2 wk ahead,Bin,percent,0.7,0.8,0.0346197836982865
HHS Region 1,2 wk ahead,Bin,percent,0.8,0.9,0.0352114338464256
HHS Region 1,2 wk ahead,Bin,percent,0.9,1.0,0.0387808939344016
HHS Region 1,2 wk ahead,Bin,percent,1.0,1.1,0.0434115783362217
HHS Region 1,2 wk ahead,Bin,percent,1.1,1.2,0.0511149528422533
HHS Region 1,2 wk ahead,Bin,percent,1.2,1.3,0.0625599226472666
HHS Region 1,2 wk ahead,Bin,percent,1.3,1.4,0.0751689286015102
HHS Region 1,2 wk ahead,Bin,percent,1.4,1.5,0.117151232477392
HHS Region 1,2 wk ahead,Bin,percent,1.5,1.6,0.15514878915613
HHS Region 1,2 wk ahead,Bin,percent,1.6,1.7,0.101445936479135
HHS Region 1,2 wk ahead,Bin,percent,1.7,1.8,0.0643987382708123
HHS Region 1,2 wk ahead,Bin,percent,1.8,1.9,0.0378059040548201
HHS Region 1,2 wk ahead,Bin,percent,1.9,2.0,0.0216969042058184
HHS Region 1,2 wk ahead,Bin,percent,2.0,2.1,0.0124433244240826
HHS Region 1,2 wk ahead,Bin,percent,2.1,2.2,0.00959030716303418
HHS Region 1,2 wk ahead,Bin,percent,2.2,2.3,0.00776727641025064
HHS Region 1,2 wk ahead,Bin,percent,2.3,2.4,0.00535003404646683
HHS Region 1,2 wk ahead,Bin,percent,2.4,2.5,0.00414443233774659
HHS Region 1,2 wk ahead,Bin,percent,2.5,2.6,0.00419548351261676
HHS Region 1,2 wk ahead,Bin,percent,2.6,2.7,0.00288760899932615
HHS Region 1,2 wk ahead,Bin,percent,2.7,2.8,0.00224877776337005
HHS Region 1,2 wk ahead,Bin,percent,2.8,2.9,0.00236875840877859
HHS Region 1,2 wk ahead,Bin,percent,2.9,3.0,0.00189995458276771
HHS Region 1,2 wk ahead,Bin,percent,3.0,3.1,0.00155194027244643
HHS Region 1,2 wk ahead,Bin,percent,3.1,3.2,0.00147928521467287
HHS Region 1,2 wk ahead,Bin,percent,3.2,3.3,0.00143772244188631
HHS Region 1,2 wk ahead,Bin,percent,3.3,3.4,0.001612997525752
HHS Region 1,2 wk ahead,Bin,percent,3.4,3.5,0.00123623013605843
HHS Region 1,2 wk ahead,Bin,percent,3.5,3.6,0.00124059602256154
HHS Region 1,2 wk ahead,Bin,percent,3.6,3.7,0.00067560921366639
HHS Region 1,2 wk ahead,Bin,percent,3.7,3.8,0.00115480313629441
HHS Region 1,2 wk ahead,Bin,percent,3.8,3.9,0.000756480705345624
HHS Region 1,2 wk ahead,Bin,percent,3.9,4.0,0.000590648462250745
HHS Region 1,2 wk ahead,Bin,percent,4.0,4.1,0.00069648724677635
HHS Region 1,2 wk ahead,Bin,percent,4.1,4.2,0.000849838023924952
HHS Region 1,2 wk ahead,Bin,percent,4.2,4.3,0.000793171303136584
HHS Region 1,2 wk ahead,Bin,percent,4.3,4.4,0.00028476777345307
HHS Region 1,2 wk ahead,Bin,percent,4.4,4.5,0.000388942071788916
HHS Region 1,2 wk ahead,Bin,percent,4.5,4.6,0.000274780856314521
HHS Region 1,2 wk ahead,Bin,percent,4.6,4.7,0.000545624001793943
HHS Region 1,2 wk ahead,Bin,percent,4.7,4.8,0.000263129452986215
HHS Region 1,2 wk ahead,Bin,percent,4.8,4.9,0.000208959515604185
HHS Region 1,2 wk ahead,Bin,percent,4.9,5.0,0.000435621821317035
HHS Region 1,2 wk ahead,Bin,percent,5.0,5.1,0.000370632723701578
HHS Region 1,2 wk ahead,Bin,percent,5.1,5.2,0.000318131633463123
HHS Region 1,2 wk ahead,Bin,percent,5.2,5.3,0.000141475869180999
HHS Region 1,2 wk ahead,Bin,percent,5.3,5.4,0.000263961696081094
HHS Region 1,2 wk ahead,Bin,percent,5.4,5.5,0.000303981320373271
HHS Region 1,2 wk ahead,Bin,percent,5.5,5.6,0.000311471508227182
HHS Region 1,2 wk ahead,Bin,percent,5.6,5.7,0.000138146896801483
HHS Region 1,2 wk ahead,Bin,percent,5.7,5.8,0.000362312473229696
HHS Region 1,2 wk ahead,Bin,percent,5.8,5.9,0.000414066834183513
HHS Region 1,2 wk ahead,Bin,percent,5.9,6.0,0.000191482410611725
HHS Region 1,2 wk ahead,Bin,percent,6.0,6.1,0.000303981320373271
HHS Region 1,2 wk ahead,Bin,percent,6.1,6.2,0.000415647987039938
HHS Region 1,2 wk ahead,Bin,percent,6.2,6.3,0.000139811382991241
HHS Region 1,2 wk ahead,Bin,percent,6.3,6.4,0.000191482410611725
HHS Region 1,2 wk ahead,Bin,percent,6.4,6.5,0.000189817924421967
HHS Region 1,2 wk ahead,Bin,percent,6.5,6.6,0.000301484591088634
HHS Region 1,2 wk ahead,Bin,percent,6.6,6.7,0.000243987861803997
HHS Region 1,2 wk ahead,Bin,percent,6.7,6.8,0.000247316834183513
HHS Region 1,2 wk ahead,Bin,percent,6.8,6.9,0.00035407119513733
HHS Region 1,2 wk ahead,Bin,percent,6.9,7.0,0.000189820104898876
HHS Region 1,2 wk ahead,Bin,percent,7.0,7.1,0.000299820104898876
HHS Region 1,2 wk ahead,Bin,percent,7.1,7.2,7.64889520424509e-05
HHS Region 1,2 wk ahead,Bin,percent,7.2,7.3,0.000244820104898876
HHS Region 1,2 wk ahead,Bin,percent,7.3,7.4,7.8153438232209e-05
HHS Region 1,2 wk ahead,Bin,percent,7.4,7.5,0.000191484591088634
HHS Region 1,2 wk ahead,Bin,percent,7.5,7.6,0.00018732119513733
HHS Region 1,2 wk ahead,Bin,percent,7.6,7.7,7.64889520424509e-05
HHS Region 1,2 wk ahead,Bin,percent,7.7,7.8,0.000243987861803997
HHS Region 1,2 wk ahead,Bin,percent,7.8,7.9,0.000133153438232209
HHS Region 1,2 wk ahead,Bin,percent,7.9,8.0,0.000133985681327088
HHS Region 1,2 wk ahead,Bin,percent,8.0,8.1,7.73211951373301e-05
HHS Region 1,2 wk ahead,Bin,percent,8.1,8.2,0.00013232119513733
HHS Region 1,2 wk ahead,Bin,percent,8.2,8.3,7.81534382322092e-05
HHS Region 1,2 wk ahead,Bin,percent,8.3,8.4,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,8.4,8.5,7.73211951373302e-05
HHS Region 1,2 wk ahead,Bin,percent,8.5,8.6,0.000243987861803997
HHS Region 1,2 wk ahead,Bin,percent,8.6,8.7,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,8.7,8.8,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,8.8,8.9,0.00013232119513733
HHS Region 1,2 wk ahead,Bin,percent,8.9,9.0,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,9.0,9.1,0.000243155618709118
HHS Region 1,2 wk ahead,Bin,percent,9.1,9.2,0.00013232119513733
HHS Region 1,2 wk ahead,Bin,percent,9.2,9.3,0.000131488952042451
HHS Region 1,2 wk ahead,Bin,percent,9.3,9.4,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,9.4,9.5,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,9.5,9.6,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,9.6,9.7,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,9.7,9.8,7.73211951373302e-05
HHS Region 1,2 wk ahead,Bin,percent,9.8,9.9,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,9.9,10.0,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,10.0,10.1,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,10.1,10.2,0.000131488952042451
HHS Region 1,2 wk ahead,Bin,percent,10.2,10.3,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,10.3,10.4,0.000131488952042451
HHS Region 1,2 wk ahead,Bin,percent,10.4,10.5,7.73211951373302e-05
HHS Region 1,2 wk ahead,Bin,percent,10.5,10.6,0.000188155618709118
HHS Region 1,2 wk ahead,Bin,percent,10.6,10.7,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,10.7,10.8,0.000131488952042451
HHS Region 1,2 wk ahead,Bin,percent,10.8,10.9,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,10.9,11.0,0.000131488952042451
HHS Region 1,2 wk ahead,Bin,percent,11.0,11.1,0.00013232119513733
HHS Region 1,2 wk ahead,Bin,percent,11.1,11.2,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,11.2,11.3,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,11.3,11.4,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,11.4,11.5,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,11.5,11.6,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,11.6,11.7,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,11.7,11.8,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,11.8,11.9,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,11.9,12.0,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,12.0,12.1,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,12.1,12.2,0.000131488952042451
HHS Region 1,2 wk ahead,Bin,percent,12.2,12.3,7.73211951373302e-05
HHS Region 1,2 wk ahead,Bin,percent,12.3,12.4,0.000131488952042451
HHS Region 1,2 wk ahead,Bin,percent,12.4,12.5,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,12.5,12.6,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,12.6,12.7,0.000186488952042451
HHS Region 1,2 wk ahead,Bin,percent,12.7,12.8,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,12.8,12.9,7.64889520424511e-05
HHS Region 1,2 wk ahead,Bin,percent,12.9,13.0,0.000131488952042451
HHS Region 1,2 wk ahead,Bin,percent,13.0,100.0,0.00196432119513733
HHS Region 1,3 wk ahead,Bin,percent,0.0,0.1,8.45785292375316e-05
HHS Region 1,3 wk ahead,Bin,percent,0.1,0.2,0.000287687839574605
HHS Region 1,3 wk ahead,Bin,percent,0.2,0.3,0.00192980562866827
HHS Region 1,3 wk ahead,Bin,percent,0.3,0.4,0.00547492477367732
HHS Region 1,3 wk ahead,Bin,percent,0.4,0.5,0.0103084508448518
HHS Region 1,3 wk ahead,Bin,percent,0.5,0.6,0.0174501230690531
HHS Region 1,3 wk ahead,Bin,percent,0.6,0.7,0.0259745231833862
HHS Region 1,3 wk ahead,Bin,percent,0.7,0.8,0.0319342572830605
HHS Region 1,3 wk ahead,Bin,percent,0.8,0.9,0.040236048365236
HHS Region 1,3 wk ahead,Bin,percent,0.9,1.0,0.0395394267349263
HHS Region 1,3 wk ahead,Bin,percent,1.0,1.1,0.0417499371473195
HHS Region 1,3 wk ahead,Bin,percent,1.1,1.2,0.0467892950507287
HHS Region 1,3 wk ahead,Bin,percent,1.2,1.3,0.0497521397745387
HHS Region 1,3 wk ahead,Bin,percent,1.3,1.4,0.0549378079766274
HHS Region 1,3 wk ahead,Bin,percent,1.4,1.5,0.0597599708837971
HHS Region 1,3 wk ahead,Bin,percent,1.5,1.6,0.0635667057098741
HHS Region 1,3 wk ahead,Bin,percent,1.6,1.7,0.0640776203800197
HHS Region 1,3 wk ahead,Bin,percent,1.7,1.8,0.0973586025728704
HHS Region 1,3 wk ahead,Bin,percent,1.8,1.9,0.112122670651008
HHS Region 1,3 wk ahead,Bin,percent,1.9,2.0,0.0513525340171108
HHS Region 1,3 wk ahead,Bin,percent,2.0,2.1,0.0406490811837941
HHS Region 1,3 wk ahead,Bin,percent,2.1,2.2,0.0257411360342142
HHS Region 1,3 wk ahead,Bin,percent,2.2,2.3,0.0178295808232662
HHS Region 1,3 wk ahead,Bin,percent,2.3,2.4,0.0125498253634976
HHS Region 1,3 wk ahead,Bin,percent,2.4,2.5,0.0106071084028549
HHS Region 1,3 wk ahead,Bin,percent,2.5,2.6,0.00793790761861295
HHS Region 1,3 wk ahead,Bin,percent,2.6,2.7,0.00622267053248457
HHS Region 1,3 wk ahead,Bin,percent,2.7,2.8,0.00487180833200016
HHS Region 1,3 wk ahead,Bin,percent,2.8,2.9,0.00363498329948535
HHS Region 1,3 wk ahead,Bin,percent,2.9,3.0,0.00361265142699709
HHS Region 1,3 wk ahead,Bin,percent,3.0,3.1,0.00288398017801182
HHS Region 1,3 wk ahead,Bin,percent,3.1,3.2,0.00194172905041415
HHS Region 1,3 wk ahead,Bin,percent,3.2,3.3,0.00219347871346846
HHS Region 1,3 wk ahead,Bin,percent,3.3,3.4,0.00179602451186478
HHS Region 1,3 wk ahead,Bin,percent,3.4,3.5,0.000964990539892116
HHS Region 1,3 wk ahead,Bin,percent,3.5,3.6,0.00167637089070036
HHS Region 1,3 wk ahead,Bin,percent,3.6,3.7,0.00153437947538662
HHS Region 1,3 wk ahead,Bin,percent,3.7,3.8,0.00127788918767055
HHS Region 1,3 wk ahead,Bin,percent,3.8,3.9,0.00122991118378271
HHS Region 1,3 wk ahead,Bin,percent,3.9,4.0,0.00140593512328824
HHS Region 1,3 wk ahead,Bin,percent,4.0,4.1,0.000955028268767666
HHS Region 1,3 wk ahead,Bin,percent,4.1,4.2,0.000870116953431112
HHS Region 1,3 wk ahead,Bin,percent,4.2,4.3,0.0013029284903766
HHS Region 1,3 wk ahead,Bin,percent,4.3,4.4,0.00107784951799709
HHS Region 1,3 wk ahead,Bin,percent,4.4,4.5,0.000841119142289265
HHS Region 1,3 wk ahead,Bin,percent,4.5,4.6,0.000811785854696389
HHS Region 1,3 wk ahead,Bin,percent,4.6,4.7,0.000670291260148203
HHS Region 1,3 wk ahead,Bin,percent,4.7,4.8,0.000660302162532746
HHS Region 1,3 wk ahead,Bin,percent,4.8,4.9,0.000491971009676321
HHS Region 1,3 wk ahead,Bin,percent,4.9,5.0,0.000653646398250622
HHS Region 1,3 wk ahead,Bin,percent,5.0,5.1,0.00059948082182241
HHS Region 1,3 wk ahead,Bin,percent,5.1,5.2,0.000431061974678834
HHS Region 1,3 wk ahead,Bin,percent,5.2,5.3,0.00038197319015323
HHS Region 1,3 wk ahead,Bin,percent,5.3,5.4,0.000426984092537773
HHS Region 1,3 wk ahead,Bin,percent,5.4,5.5,0.000591156210396711
HHS Region 1,3 wk ahead,Bin,percent,5.5,5.6,0.000536156210396711
HHS Region 1,3 wk ahead,Bin,percent,5.6,5.7,0.000535321786824923
HHS Region 1,3 wk ahead,Bin,percent,5.7,5.8,0.000476992814445407
HHS Region 1,3 wk ahead,Bin,percent,5.8,5.9,0.000367825057540286
HHS Region 1,3 wk ahead,Bin,percent,5.9,6.0,0.000422741724206953
HHS Region 1,3 wk ahead,Bin,percent,6.0,6.1,0.000141911661588982
HHS Region 1,3 wk ahead,Bin,percent,6.1,6.2,0.000531992814445407
HHS Region 1,3 wk ahead,Bin,percent,6.2,6.3,0.000693747175399224
HHS Region 1,3 wk ahead,Bin,percent,6.3,6.4,0.00047449608516077
HHS Region 1,3 wk ahead,Bin,percent,6.4,6.5,0.000255240633968498
HHS Region 1,3 wk ahead,Bin,percent,6.5,6.6,0.000196913842065891
HHS Region 1,3 wk ahead,Bin,percent,6.6,6.7,0.000301085959924829
HHS Region 1,3 wk ahead,Bin,percent,6.7,6.8,0.000472001536353041
HHS Region 1,3 wk ahead,Bin,percent,6.8,6.9,0.000193582689209466
HHS Region 1,3 wk ahead,Bin,percent,6.9,7.0,0.000302752626591495
HHS Region 1,3 wk ahead,Bin,percent,7.0,7.1,0.000249500446114587
HHS Region 1,3 wk ahead,Bin,percent,7.1,7.2,0.000358584869686375
HHS Region 1,3 wk ahead,Bin,percent,7.2,7.3,0.00030608377944792
HHS Region 1,3 wk ahead,Bin,percent,7.3,7.4,0.000251081598971012
HHS Region 1,3 wk ahead,Bin,percent,7.4,7.5,0.00013525371682995
HHS Region 1,3 wk ahead,Bin,percent,7.5,7.6,0.000304419293258162
HHS Region 1,3 wk ahead,Bin,percent,7.6,7.7,8.02537168299497e-05
HHS Region 1,3 wk ahead,Bin,percent,7.7,7.8,0.000246085959924829
HHS Region 1,3 wk ahead,Bin,percent,7.8,7.9,0.000303584869686374
HHS Region 1,3 wk ahead,Bin,percent,7.9,8.0,0.000189421473735071
