location,target,type,unit,bin_start_incl,bin_end_notincl,value
HHS Region 1,1 wk ahead,Bin,percent,5.6,5.7,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,5.7,5.8,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,5.8,5.9,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,5.9,6.0,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,6.0,6.1,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,6.1,6.2,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,6.2,6.3,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,6.3,6.4,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,6.4,6.5,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,6.5,6.6,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,6.6,6.7,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,6.7,6.8,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,6.8,6.9,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,6.9,7.0,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,7.0,7.1,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,7.1,7.2,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,7.2,7.3,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,7.3,7.4,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,7.4,7.5,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,7.5,7.6,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,7.6,7.7,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,7.7,7.8,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,7.8,7.9,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,7.9,8.0,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,8.0,8.1,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,8.1,8.2,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,8.2,8.3,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,8.3,8.4,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,8.4,8.5,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,8.5,8.6,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,8.6,8.7,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,8.7,8.8,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,8.8,8.9,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,8.9,9.0,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,9.0,9.1,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,9.1,9.2,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,9.2,9.3,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,9.3,9.4,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,9.4,9.5,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,9.5,9.6,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,9.6,9.7,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,9.7,9.8,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,9.8,9.9,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,9.9,10.0,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,10.0,10.1,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,10.1,10.2,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,10.2,10.3,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,10.3,10.4,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,10.4,10.5,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,10.5,10.6,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,10.6,10.7,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,10.7,10.8,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,10.8,10.9,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,10.9,11.0,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,11.0,11.1,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,11.1,11.2,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,11.2,11.3,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,11.3,11.4,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,11.4,11.5,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,11.5,11.6,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,11.6,11.7,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,11.7,11.8,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,11.8,11.9,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,11.9,12.0,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,12.0,12.1,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,12.1,12.2,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,12.2,12.3,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,12.3,12.4,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,12.4,12.5,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,12.5,12.6,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,12.6,12.7,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,12.7,12.8,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,12.8,12.9,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,12.9,13.0,3.4136044159986e-05
HHS Region 1,1 wk ahead,Bin,percent,13.0,100.0,3.4136044159986e-05
HHS Region 1,2 wk ahead,Bin,percent,0.0,0.1,1.40200173839815e-05
HHS Region 1,2 wk ahead,Bin,percent,0.1,0.2,8.32008427534624e-05
HHS Region 1,2 wk ahead,Bin,percent,0.2,0.3,0.000636647445296373
HHS Region 1,2 wk ahead,Bin,percent,0.3,0.4,0.00327172606227232
HHS Region 1,2 wk ahead,Bin,percent,0.4,0.5,0.00541012439231373
HHS Region 1,2 wk ahead,Bin,percent,0.5,0.6,0.0110631618800094
HHS Region 1,2 wk ahead,Bin,percent,0.6,0.7,0.0168146218172432
HHS Region 1,2 wk ahead,Bin,percent,0.7,0.8,0.023379525866214
HHS Region 1,2 wk ahead,Bin,percent,0.8,0.9,0.0309764500392102
HHS Region 1,2 wk ahead,Bin,percent,0.9,1.0,0.0390671768157416
HHS Region 1,2 wk ahead,Bin,percent,1.0,1.1,0.0519663475902778
HHS Region 1,2 wk ahead,Bin,percent,1.1,1.2,0.0674637444771835
HHS Region 1,2 wk ahead,Bin,percent,1.2,1.3,0.0789442688034419
HHS Region 1,2 wk ahead,Bin,percent,1.3,1.4,0.0899981600898874
HHS Region 1,2 wk ahead,Bin,percent,1.4,1.5,0.112620466725684
HHS Region 1,2 wk ahead,Bin,percent,1.5,1.6,0.134721188097752
HHS Region 1,2 wk ahead,Bin,percent,1.6,1.7,0.124043832024373
HHS Region 1,2 wk ahead,Bin,percent,1.7,1.8,0.0771536798904253
HHS Region 1,2 wk ahead,Bin,percent,1.8,1.9,0.0565892796535783
HHS Region 1,2 wk ahead,Bin,percent,1.9,2.0,0.0296681866944201
HHS Region 1,2 wk ahead,Bin,percent,2.0,2.1,0.0135191433660639
HHS Region 1,2 wk ahead,Bin,percent,2.1,2.2,0.00744941537451571
HHS Region 1,2 wk ahead,Bin,percent,2.2,2.3,0.00652330555589073
HHS Region 1,2 wk ahead,Bin,percent,2.3,2.4,0.00479863597793877
HHS Region 1,2 wk ahead,Bin,percent,2.4,2.5,0.00307845372272504
HHS Region 1,2 wk ahead,Bin,percent,2.5,2.6,0.00236497099994297
HHS Region 1,2 wk ahead,Bin,percent,2.6,2.7,0.00149097047724485
HHS Region 1,2 wk ahead,Bin,percent,2.7,2.8,0.000705828873578187
HHS Region 1,2 wk ahead,Bin,percent,2.8,2.9,0.00113847441016805
HHS Region 1,2 wk ahead,Bin,percent,2.9,3.0,0.000354786791756643
HHS Region 1,2 wk ahead,Bin,percent,3.0,3.1,0.000403107928714916
HHS Region 1,2 wk ahead,Bin,percent,3.1,3.2,0.000221562760777974
HHS Region 1,2 wk ahead,Bin,percent,3.2,3.3,0.000625294517994538
HHS Region 1,2 wk ahead,Bin,percent,3.3,3.4,0.000319657502146464
HHS Region 1,2 wk ahead,Bin,percent,3.4,3.5,0.000104660461974811
HHS Region 1,2 wk ahead,Bin,percent,3.5,3.6,0.000486932799080546
HHS Region 1,2 wk ahead,Bin,percent,3.6,3.7,1.40203534716835e-05
HHS Region 1,2 wk ahead,Bin,percent,3.7,3.8,1.40206211376219e-05
HHS Region 1,2 wk ahead,Bin,percent,3.8,3.9,1.41319678992361e-05
HHS Region 1,2 wk ahead,Bin,percent,3.9,4.0,1.40201522190983e-05
HHS Region 1,2 wk ahead,Bin,percent,4.0,4.1,1.40203534716836e-05
HHS Region 1,2 wk ahead,Bin,percent,4.1,4.2,1.40204198850367e-05
HHS Region 1,2 wk ahead,Bin,percent,4.2,4.3,0.000548923875976574
HHS Region 1,2 wk ahead,Bin,percent,4.3,4.4,1.40201522190983e-05
HHS Region 1,2 wk ahead,Bin,percent,4.4,4.5,1.41315653940657e-05
HHS Region 1,2 wk ahead,Bin,percent,4.5,4.6,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,4.6,4.7,1.40204198850366e-05
HHS Region 1,2 wk ahead,Bin,percent,4.7,4.8,3.53677526247374e-05
HHS Region 1,2 wk ahead,Bin,percent,4.8,4.9,3.53677526247374e-05
HHS Region 1,2 wk ahead,Bin,percent,4.9,5.0,1.40202186324514e-05
HHS Region 1,2 wk ahead,Bin,percent,5.0,5.1,3.53678190380905e-05
HHS Region 1,2 wk ahead,Bin,percent,5.1,5.2,1.40201522190983e-05
HHS Region 1,2 wk ahead,Bin,percent,5.2,5.3,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,5.3,5.4,1.41315653940656e-05
HHS Region 1,2 wk ahead,Bin,percent,5.4,5.5,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,5.5,5.6,1.40202186324514e-05
HHS Region 1,2 wk ahead,Bin,percent,5.6,5.7,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,5.7,5.8,1.40201522190983e-05
HHS Region 1,2 wk ahead,Bin,percent,5.8,5.9,1.40201522190983e-05
HHS Region 1,2 wk ahead,Bin,percent,5.9,6.0,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,6.0,6.1,1.40202850458045e-05
HHS Region 1,2 wk ahead,Bin,percent,6.1,6.2,0.000312467486132497
HHS Region 1,2 wk ahead,Bin,percent,6.2,6.3,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,6.3,6.4,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,6.4,6.5,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,6.5,6.6,1.40202186324514e-05
HHS Region 1,2 wk ahead,Bin,percent,6.6,6.7,0.000312467351293265
HHS Region 1,2 wk ahead,Bin,percent,6.7,6.8,1.40201522190983e-05
HHS Region 1,2 wk ahead,Bin,percent,6.8,6.9,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,6.9,7.0,1.40201522190983e-05
HHS Region 1,2 wk ahead,Bin,percent,7.0,7.1,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,7.1,7.2,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,7.2,7.3,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,7.3,7.4,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,7.4,7.5,1.40201522190983e-05
HHS Region 1,2 wk ahead,Bin,percent,7.5,7.6,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,7.6,7.7,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,7.7,7.8,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,7.8,7.9,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,7.9,8.0,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,8.0,8.1,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,8.1,8.2,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,8.2,8.3,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,8.3,8.4,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,8.4,8.5,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,8.5,8.6,1.40201522190983e-05
HHS Region 1,2 wk ahead,Bin,percent,8.6,8.7,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,8.7,8.8,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,8.8,8.9,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,8.9,9.0,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,9.0,9.1,1.40201522190983e-05
HHS Region 1,2 wk ahead,Bin,percent,9.1,9.2,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,9.2,9.3,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,9.3,9.4,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,9.4,9.5,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,9.5,9.6,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,9.6,9.7,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,9.7,9.8,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,9.8,9.9,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,9.9,10.0,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,10.0,10.1,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,10.1,10.2,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,10.2,10.3,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,10.3,10.4,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,10.4,10.5,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,10.5,10.6,1.40201522190983e-05
HHS Region 1,2 wk ahead,Bin,percent,10.6,10.7,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,10.7,10.8,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,10.8,10.9,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,10.9,11.0,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,11.0,11.1,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,11.1,11.2,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,11.2,11.3,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,11.3,11.4,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,11.4,11.5,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,11.5,11.6,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,11.6,11.7,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,11.7,11.8,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,11.8,11.9,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,11.9,12.0,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,12.0,12.1,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,12.1,12.2,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,12.2,12.3,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,12.3,12.4,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,12.4,12.5,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,12.5,12.6,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,12.6,12.7,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,12.7,12.8,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,12.8,12.9,1.40200173798662e-05
HHS Region 1,2 wk ahead,Bin,percent,12.9,13.0,1.40200837932193e-05
HHS Region 1,2 wk ahead,Bin,percent,13.0,100.0,1.40207560774803e-05
HHS Region 1,3 wk ahead,Bin,percent,0.0,0.1,1.02720844869448e-05
HHS Region 1,3 wk ahead,Bin,percent,0.1,0.2,1.02720846786401e-05
HHS Region 1,3 wk ahead,Bin,percent,0.2,0.3,0.000567828024606289
HHS Region 1,3 wk ahead,Bin,percent,0.3,0.4,0.00188568752455133
HHS Region 1,3 wk ahead,Bin,percent,0.4,0.5,0.00398572052723751
HHS Region 1,3 wk ahead,Bin,percent,0.5,0.6,0.00839892188009963
HHS Region 1,3 wk ahead,Bin,percent,0.6,0.7,0.0153484101867585
HHS Region 1,3 wk ahead,Bin,percent,0.7,0.8,0.0173105512570833
HHS Region 1,3 wk ahead,Bin,percent,0.8,0.9,0.0283166049952863
HHS Region 1,3 wk ahead,Bin,percent,0.9,1.0,0.0353926853179487
HHS Region 1,3 wk ahead,Bin,percent,1.0,1.1,0.0532311228299526
HHS Region 1,3 wk ahead,Bin,percent,1.1,1.2,0.0777869051772709
HHS Region 1,3 wk ahead,Bin,percent,1.2,1.3,0.0813879697890804
HHS Region 1,3 wk ahead,Bin,percent,1.3,1.4,0.0908466337643595
HHS Region 1,3 wk ahead,Bin,percent,1.4,1.5,0.0892572453971152
HHS Region 1,3 wk ahead,Bin,percent,1.5,1.6,0.0884037034419719
HHS Region 1,3 wk ahead,Bin,percent,1.6,1.7,0.0777475531199791
HHS Region 1,3 wk ahead,Bin,percent,1.7,1.8,0.0702296404132791
HHS Region 1,3 wk ahead,Bin,percent,1.8,1.9,0.0671342407725823
HHS Region 1,3 wk ahead,Bin,percent,1.9,2.0,0.0470902848884649
HHS Region 1,3 wk ahead,Bin,percent,2.0,2.1,0.0383282815599906
HHS Region 1,3 wk ahead,Bin,percent,2.1,2.2,0.0277385496085656
HHS Region 1,3 wk ahead,Bin,percent,2.2,2.3,0.0182673516661814
HHS Region 1,3 wk ahead,Bin,percent,2.3,2.4,0.0140219809326861
HHS Region 1,3 wk ahead,Bin,percent,2.4,2.5,0.0118607149136736
HHS Region 1,3 wk ahead,Bin,percent,2.5,2.6,0.00939856705814853
HHS Region 1,3 wk ahead,Bin,percent,2.6,2.7,0.00507926970678536
HHS Region 1,3 wk ahead,Bin,percent,2.7,2.8,0.004554316128995
HHS Region 1,3 wk ahead,Bin,percent,2.8,2.9,0.0025635567933643
HHS Region 1,3 wk ahead,Bin,percent,2.9,3.0,0.00294555224906962
HHS Region 1,3 wk ahead,Bin,percent,3.0,3.1,0.00152615029958698
HHS Region 1,3 wk ahead,Bin,percent,3.1,3.2,0.000682985051672432
HHS Region 1,3 wk ahead,Bin,percent,3.2,3.3,0.00131309782974852
HHS Region 1,3 wk ahead,Bin,percent,3.3,3.4,0.000989768064450685
HHS Region 1,3 wk ahead,Bin,percent,3.4,3.5,0.00012542911223619
HHS Region 1,3 wk ahead,Bin,percent,3.5,3.6,0.000854442654048533
HHS Region 1,3 wk ahead,Bin,percent,3.6,3.7,0.000360969898742209
HHS Region 1,3 wk ahead,Bin,percent,3.7,3.8,0.000452052614512088
HHS Region 1,3 wk ahead,Bin,percent,3.8,3.9,0.000331449817408214
HHS Region 1,3 wk ahead,Bin,percent,3.9,4.0,0.000345239920060577
HHS Region 1,3 wk ahead,Bin,percent,4.0,4.1,0.000111645891632656
HHS Region 1,3 wk ahead,Bin,percent,4.1,4.2,0.000502732636048371
HHS Region 1,3 wk ahead,Bin,percent,4.2,4.3,0.000139219214888553
HHS Region 1,3 wk ahead,Bin,percent,4.3,4.4,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,4.4,4.5,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,4.5,4.6,0.000230076010237988
HHS Region 1,3 wk ahead,Bin,percent,4.6,4.7,7.47422086510767e-05
HHS Region 1,3 wk ahead,Bin,percent,4.7,4.8,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,4.8,4.9,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,4.9,5.0,0.000179389106652875
HHS Region 1,3 wk ahead,Bin,percent,5.0,5.1,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,5.1,5.2,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,5.2,5.3,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,5.3,5.4,7.47422086510767e-05
HHS Region 1,3 wk ahead,Bin,percent,5.4,5.5,7.47422086510767e-05
HHS Region 1,3 wk ahead,Bin,percent,5.5,5.6,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,5.6,5.7,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,5.7,5.8,1.02789665112606e-05
HHS Region 1,3 wk ahead,Bin,percent,5.8,5.9,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,5.9,6.0,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,6.0,6.1,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,6.1,6.2,0.000179389106652875
HHS Region 1,3 wk ahead,Bin,percent,6.2,6.3,0.000412976253031966
HHS Region 1,3 wk ahead,Bin,percent,6.3,6.4,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,6.4,6.5,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,6.5,6.6,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,6.6,6.7,0.000179389106652875
HHS Region 1,3 wk ahead,Bin,percent,6.7,6.8,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,6.8,6.9,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,6.9,7.0,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,7.0,7.1,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,7.1,7.2,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,7.2,7.3,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,7.3,7.4,1.02720844624306e-05
HHS Region 1,3 wk ahead,Bin,percent,7.4,7.5,1.02720844624306e-05
