location,target,type,unit,bin_start_incl,bin_end_notincl,value
HHS Region 1,1 wk ahead,Bin,percent,3.2,3.3,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,3.3,3.4,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,3.4,3.5,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,3.5,3.6,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,3.6,3.7,0.000830861678342181
HHS Region 1,1 wk ahead,Bin,percent,3.7,3.8,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,3.8,3.9,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,3.9,4.0,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,4.0,4.1,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,4.1,4.2,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,4.2,4.3,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,4.3,4.4,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,4.4,4.5,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,4.5,4.6,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,4.6,4.7,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,4.7,4.8,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,4.8,4.9,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,4.9,5.0,0.000830861678342181
HHS Region 1,1 wk ahead,Bin,percent,5.0,5.1,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,5.1,5.2,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,5.2,5.3,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,5.3,5.4,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,5.4,5.5,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,5.5,5.6,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,5.6,5.7,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,5.7,5.8,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,5.8,5.9,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,5.9,6.0,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,6.0,6.1,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,6.1,6.2,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,6.2,6.3,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,6.3,6.4,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,6.4,6.5,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,6.5,6.6,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,6.6,6.7,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,6.7,6.8,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,6.8,6.9,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,6.9,7.0,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,7.0,7.1,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,7.1,7.2,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,7.2,7.3,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,7.3,7.4,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,7.4,7.5,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,7.5,7.6,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,7.6,7.7,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,7.7,7.8,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,7.8,7.9,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,7.9,8.0,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,8.0,8.1,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,8.1,8.2,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,8.2,8.3,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,8.3,8.4,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,8.4,8.5,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,8.5,8.6,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,8.6,8.7,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,8.7,8.8,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,8.8,8.9,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,8.9,9.0,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,9.0,9.1,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,9.1,9.2,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,9.2,9.3,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,9.3,9.4,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,9.4,9.5,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,9.5,9.6,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,9.6,9.7,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,9.7,9.8,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,9.8,9.9,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,9.9,10.0,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,10.0,10.1,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,10.1,10.2,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,10.2,10.3,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,10.3,10.4,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,10.4,10.5,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,10.5,10.6,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,10.6,10.7,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,10.7,10.8,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,10.8,10.9,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,10.9,11.0,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,11.0,11.1,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,11.1,11.2,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,11.2,11.3,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,11.3,11.4,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,11.4,11.5,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,11.5,11.6,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,11.6,11.7,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,11.7,11.8,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,11.8,11.9,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,11.9,12.0,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,12.0,12.1,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,12.1,12.2,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,12.2,12.3,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,12.3,12.4,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,12.4,12.5,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,12.5,12.6,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,12.6,12.7,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,12.7,12.8,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,12.8,12.9,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,12.9,13.0,2.26683652631306e-05
HHS Region 1,1 wk ahead,Bin,percent,13.0,100.0,2.26683652631306e-05
HHS Region 1,2 wk ahead,Bin,percent,0.0,0.1,2.26683673962348e-05
HHS Region 1,2 wk ahead,Bin,percent,0.1,0.2,0.000134358376469218
HHS Region 1,2 wk ahead,Bin,percent,0.2,0.3,0.00102787832848303
HHS Region 1,2 wk ahead,Bin,percent,0.3,0.4,0.00539385154768778
HHS Region 1,2 wk ahead,Bin,percent,0.4,0.5,0.00873448793935342
HHS Region 1,2 wk ahead,Bin,percent,0.5,0.6,0.0175525230828423
HHS Region 1,2 wk ahead,Bin,percent,0.6,0.7,0.0259917833607736
HHS Region 1,2 wk ahead,Bin,percent,0.7,0.8,0.0342582816546496
HHS Region 1,2 wk ahead,Bin,percent,0.8,0.9,0.0446615107469026
HHS Region 1,2 wk ahead,Bin,percent,0.9,1.0,0.0562626030516157
HHS Region 1,2 wk ahead,Bin,percent,1.0,1.1,0.0747647876008553
HHS Region 1,2 wk ahead,Bin,percent,1.1,1.2,0.0885125649840618
HHS Region 1,2 wk ahead,Bin,percent,1.2,1.3,0.0974211510967168
HHS Region 1,2 wk ahead,Bin,percent,1.3,1.4,0.0957667942451631
HHS Region 1,2 wk ahead,Bin,percent,1.4,1.5,0.101795407604045
HHS Region 1,2 wk ahead,Bin,percent,1.5,1.6,0.0961661340450288
HHS Region 1,2 wk ahead,Bin,percent,1.6,1.7,0.0790472911594792
HHS Region 1,2 wk ahead,Bin,percent,1.7,1.8,0.0519412353121533
HHS Region 1,2 wk ahead,Bin,percent,1.8,1.9,0.0375219827220685
HHS Region 1,2 wk ahead,Bin,percent,1.9,2.0,0.0238121417108955
HHS Region 1,2 wk ahead,Bin,percent,2.0,2.1,0.0142499892652559
HHS Region 1,2 wk ahead,Bin,percent,2.1,2.2,0.0102485280840636
HHS Region 1,2 wk ahead,Bin,percent,2.2,2.3,0.00925688165898941
HHS Region 1,2 wk ahead,Bin,percent,2.3,2.4,0.00614114899373351
HHS Region 1,2 wk ahead,Bin,percent,2.4,2.5,0.00464890900521561
HHS Region 1,2 wk ahead,Bin,percent,2.5,2.6,0.00298179229594268
HHS Region 1,2 wk ahead,Bin,percent,2.6,2.7,0.00198600955307672
HHS Region 1,2 wk ahead,Bin,percent,2.7,2.8,0.0011505371852954
HHS Region 1,2 wk ahead,Bin,percent,2.8,2.9,0.00191727569368784
HHS Region 1,2 wk ahead,Bin,percent,2.9,3.0,0.000474746520941902
HHS Region 1,2 wk ahead,Bin,percent,3.0,3.1,0.000237823303314491
HHS Region 1,2 wk ahead,Bin,percent,3.1,3.2,0.000362601248815429
HHS Region 1,2 wk ahead,Bin,percent,3.2,3.3,0.00106034775349413
HHS Region 1,2 wk ahead,Bin,percent,3.3,3.4,0.000545767724907617
HHS Region 1,2 wk ahead,Bin,percent,3.4,3.5,0.000140616270324389
HHS Region 1,2 wk ahead,Bin,percent,3.5,3.6,0.00083572464454135
HHS Region 1,2 wk ahead,Bin,percent,3.6,3.7,2.87744955095691e-05
HHS Region 1,2 wk ahead,Bin,percent,3.7,3.8,3.36374607745982e-05
HHS Region 1,2 wk ahead,Bin,percent,3.8,3.9,2.99811317132788e-05
HHS Region 1,2 wk ahead,Bin,percent,3.9,4.0,2.51181306509939e-05
HHS Region 1,2 wk ahead,Bin,percent,4.0,4.1,2.87744955116856e-05
HHS Region 1,2 wk ahead,Bin,percent,4.1,4.2,2.99810959154179e-05
HHS Region 1,2 wk ahead,Bin,percent,4.2,4.3,0.000526421820178138
HHS Region 1,2 wk ahead,Bin,percent,4.3,4.4,2.51181306502395e-05
HHS Region 1,2 wk ahead,Bin,percent,4.4,4.5,2.26684019974905e-05
HHS Region 1,2 wk ahead,Bin,percent,4.5,4.6,2.38749665983746e-05
HHS Region 1,2 wk ahead,Bin,percent,4.6,4.7,2.99810959127005e-05
HHS Region 1,2 wk ahead,Bin,percent,4.7,4.8,2.28201327531794e-05
HHS Region 1,2 wk ahead,Bin,percent,4.8,4.9,2.28201327530259e-05
HHS Region 1,2 wk ahead,Bin,percent,4.9,5.0,2.63247310539718e-05
HHS Region 1,2 wk ahead,Bin,percent,5.0,5.1,2.40267331567581e-05
HHS Region 1,2 wk ahead,Bin,percent,5.1,5.2,2.51181306503931e-05
HHS Region 1,2 wk ahead,Bin,percent,5.2,5.3,2.26683661947914e-05
HHS Region 1,2 wk ahead,Bin,percent,5.3,5.4,2.2668401995225e-05
HHS Region 1,2 wk ahead,Bin,percent,5.4,5.5,2.38749665985237e-05
HHS Region 1,2 wk ahead,Bin,percent,5.5,5.6,2.63247310536692e-05
HHS Region 1,2 wk ahead,Bin,percent,5.6,5.7,2.26683661947914e-05
HHS Region 1,2 wk ahead,Bin,percent,5.7,5.8,2.51181306505421e-05
HHS Region 1,2 wk ahead,Bin,percent,5.8,5.9,2.51181306506914e-05
HHS Region 1,2 wk ahead,Bin,percent,5.9,6.0,2.38749665982211e-05
HHS Region 1,2 wk ahead,Bin,percent,6.0,6.1,2.75313314569498e-05
HHS Region 1,2 wk ahead,Bin,percent,6.1,6.2,0.000119911962831604
HHS Region 1,2 wk ahead,Bin,percent,6.2,6.3,2.38749665980721e-05
HHS Region 1,2 wk ahead,Bin,percent,6.3,6.4,2.38749665982211e-05
HHS Region 1,2 wk ahead,Bin,percent,6.4,6.5,2.38749665982211e-05
HHS Region 1,2 wk ahead,Bin,percent,6.5,6.6,2.63247310536692e-05
HHS Region 1,2 wk ahead,Bin,percent,6.6,6.7,0.000117462198376007
HHS Region 1,2 wk ahead,Bin,percent,6.7,6.8,2.51181306502395e-05
HHS Region 1,2 wk ahead,Bin,percent,6.8,6.9,2.38749665986729e-05
HHS Region 1,2 wk ahead,Bin,percent,6.9,7.0,2.51181306500905e-05
HHS Region 1,2 wk ahead,Bin,percent,7.0,7.1,2.38749665985237e-05
HHS Region 1,2 wk ahead,Bin,percent,7.1,7.2,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,7.2,7.3,2.2668366195094e-05
HHS Region 1,2 wk ahead,Bin,percent,7.3,7.4,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,7.4,7.5,2.51181306500905e-05
HHS Region 1,2 wk ahead,Bin,percent,7.5,7.6,2.38749665982211e-05
HHS Region 1,2 wk ahead,Bin,percent,7.6,7.7,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,7.7,7.8,2.2668366195094e-05
HHS Region 1,2 wk ahead,Bin,percent,7.8,7.9,2.38749665980721e-05
HHS Region 1,2 wk ahead,Bin,percent,7.9,8.0,2.38749665980721e-05
HHS Region 1,2 wk ahead,Bin,percent,8.0,8.1,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,8.1,8.2,2.26683661947914e-05
HHS Region 1,2 wk ahead,Bin,percent,8.2,8.3,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,8.3,8.4,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,8.4,8.5,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,8.5,8.6,2.51181306502395e-05
HHS Region 1,2 wk ahead,Bin,percent,8.6,8.7,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,8.7,8.8,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,8.8,8.9,2.38749665980721e-05
HHS Region 1,2 wk ahead,Bin,percent,8.9,9.0,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,9.0,9.1,2.51181306502395e-05
HHS Region 1,2 wk ahead,Bin,percent,9.1,9.2,2.38749665980721e-05
HHS Region 1,2 wk ahead,Bin,percent,9.2,9.3,2.26683661947914e-05
HHS Region 1,2 wk ahead,Bin,percent,9.3,9.4,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,9.4,9.5,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,9.5,9.6,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,9.6,9.7,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,9.7,9.8,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,9.8,9.9,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,9.9,10.0,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,10.0,10.1,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,10.1,10.2,2.38749665980721e-05
HHS Region 1,2 wk ahead,Bin,percent,10.2,10.3,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,10.3,10.4,2.26683661947914e-05
HHS Region 1,2 wk ahead,Bin,percent,10.4,10.5,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,10.5,10.6,2.51181306500905e-05
HHS Region 1,2 wk ahead,Bin,percent,10.6,10.7,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,10.7,10.8,2.38749665980721e-05
HHS Region 1,2 wk ahead,Bin,percent,10.8,10.9,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,10.9,11.0,2.26683661947914e-05
HHS Region 1,2 wk ahead,Bin,percent,11.0,11.1,2.26683661947914e-05
HHS Region 1,2 wk ahead,Bin,percent,11.1,11.2,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,11.2,11.3,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,11.3,11.4,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,11.4,11.5,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,11.5,11.6,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,11.6,11.7,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,11.7,11.8,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,11.8,11.9,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,11.9,12.0,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,12.0,12.1,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,12.1,12.2,2.26683661947914e-05
HHS Region 1,2 wk ahead,Bin,percent,12.2,12.3,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,12.3,12.4,2.26683661947914e-05
HHS Region 1,2 wk ahead,Bin,percent,12.4,12.5,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,12.5,12.6,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,12.6,12.7,2.26683661949405e-05
HHS Region 1,2 wk ahead,Bin,percent,12.7,12.8,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,12.8,12.9,2.26683661946424e-05
HHS Region 1,2 wk ahead,Bin,percent,12.9,13.0,2.38749665980721e-05
HHS Region 1,2 wk ahead,Bin,percent,13.0,100.0,3.60890534145761e-05
HHS Region 1,3 wk ahead,Bin,percent,0.0,0.1,2.26683678133534e-05
HHS Region 1,3 wk ahead,Bin,percent,0.1,0.2,2.26683733089686e-05
HHS Region 1,3 wk ahead,Bin,percent,0.2,0.3,0.00125125808436136
HHS Region 1,3 wk ahead,Bin,percent,0.3,0.4,0.00415519756109506
HHS Region 1,3 wk ahead,Bin,percent,0.4,0.5,0.00764395080477528
HHS Region 1,3 wk ahead,Bin,percent,0.5,0.6,0.0135549107589536
HHS Region 1,3 wk ahead,Bin,percent,0.6,0.7,0.0239111487414044
HHS Region 1,3 wk ahead,Bin,percent,0.7,0.8,0.0276508702619499
HHS Region 1,3 wk ahead,Bin,percent,0.8,0.9,0.0415413694743851
HHS Region 1,3 wk ahead,Bin,percent,0.9,1.0,0.0483110954122717
HHS Region 1,3 wk ahead,Bin,percent,1.0,1.1,0.0644150097592225
HHS Region 1,3 wk ahead,Bin,percent,1.1,1.2,0.0848281655492695
HHS Region 1,3 wk ahead,Bin,percent,1.2,1.3,0.0864144906643497
HHS Region 1,3 wk ahead,Bin,percent,1.3,1.4,0.0911613394448299
HHS Region 1,3 wk ahead,Bin,percent,1.4,1.5,0.0869951071998728
HHS Region 1,3 wk ahead,Bin,percent,1.5,1.6,0.0782856599094641
HHS Region 1,3 wk ahead,Bin,percent,1.6,1.7,0.0642139245550582
HHS Region 1,3 wk ahead,Bin,percent,1.7,1.8,0.0543692620761966
HHS Region 1,3 wk ahead,Bin,percent,1.8,1.9,0.0520660736412662
HHS Region 1,3 wk ahead,Bin,percent,1.9,2.0,0.0376775088808966
HHS Region 1,3 wk ahead,Bin,percent,2.0,2.1,0.0297766839282865
HHS Region 1,3 wk ahead,Bin,percent,2.1,2.2,0.0256003762076432
HHS Region 1,3 wk ahead,Bin,percent,2.2,2.3,0.01583090830747
HHS Region 1,3 wk ahead,Bin,percent,2.3,2.4,0.0119661037722916
HHS Region 1,3 wk ahead,Bin,percent,2.4,2.5,0.0113265519674561
HHS Region 1,3 wk ahead,Bin,percent,2.5,2.6,0.00909716788389049
HHS Region 1,3 wk ahead,Bin,percent,2.6,2.7,0.00456156862655865
HHS Region 1,3 wk ahead,Bin,percent,2.7,2.8,0.00424979751480987
HHS Region 1,3 wk ahead,Bin,percent,2.8,2.9,0.00326981613330166
HHS Region 1,3 wk ahead,Bin,percent,2.9,3.0,0.00308236125188349
HHS Region 1,3 wk ahead,Bin,percent,3.0,3.1,0.00209544272698843
HHS Region 1,3 wk ahead,Bin,percent,3.1,3.2,0.00137286412544856
HHS Region 1,3 wk ahead,Bin,percent,3.2,3.3,0.0016213644122233
HHS Region 1,3 wk ahead,Bin,percent,3.3,3.4,0.0011979200943756
HHS Region 1,3 wk ahead,Bin,percent,3.4,3.5,0.000140579671788878
HHS Region 1,3 wk ahead,Bin,percent,3.5,3.6,0.000765507021054251
HHS Region 1,3 wk ahead,Bin,percent,3.6,3.7,0.000240431226612798
HHS Region 1,3 wk ahead,Bin,percent,3.7,3.8,0.000426765059460711
HHS Region 1,3 wk ahead,Bin,percent,3.8,3.9,0.000462259875355948
HHS Region 1,3 wk ahead,Bin,percent,3.9,4.0,0.00034951510486416
HHS Region 1,3 wk ahead,Bin,percent,4.0,4.1,0.000250911277280947
HHS Region 1,3 wk ahead,Bin,percent,4.1,4.2,0.000544561125420422
HHS Region 1,3 wk ahead,Bin,percent,4.2,4.3,2.9078065343599e-05
HHS Region 1,3 wk ahead,Bin,percent,4.3,4.4,2.87744964326583e-05
HHS Region 1,3 wk ahead,Bin,percent,4.4,4.5,2.87744964300304e-05
HHS Region 1,3 wk ahead,Bin,percent,4.5,4.6,0.000232808536604995
HHS Region 1,3 wk ahead,Bin,percent,4.6,4.7,2.64764985285837e-05
HHS Region 1,3 wk ahead,Bin,percent,4.7,4.8,2.75313323796768e-05
HHS Region 1,3 wk ahead,Bin,percent,4.8,4.9,2.38749675148967e-05
HHS Region 1,3 wk ahead,Bin,percent,4.9,5.0,0.000121118564153379
HHS Region 1,3 wk ahead,Bin,percent,5.0,5.1,2.51181315670732e-05
HHS Region 1,3 wk ahead,Bin,percent,5.1,5.2,2.51181315705472e-05
HHS Region 1,3 wk ahead,Bin,percent,5.2,5.3,2.5118131566468e-05
HHS Region 1,3 wk ahead,Bin,percent,5.3,5.4,2.28201336715199e-05
HHS Region 1,3 wk ahead,Bin,percent,5.4,5.5,2.64764985284347e-05
HHS Region 1,3 wk ahead,Bin,percent,5.5,5.6,2.51181315669196e-05
HHS Region 1,3 wk ahead,Bin,percent,5.6,5.7,2.51181315688826e-05
HHS Region 1,3 wk ahead,Bin,percent,5.7,5.8,2.26684029117515e-05
HHS Region 1,3 wk ahead,Bin,percent,5.8,5.9,2.5118131566468e-05
HHS Region 1,3 wk ahead,Bin,percent,5.9,6.0,2.63247319718649e-05
HHS Region 1,3 wk ahead,Bin,percent,6.0,6.1,2.38749675139977e-05
HHS Region 1,3 wk ahead,Bin,percent,6.1,6.2,0.000118668799695963
HHS Region 1,3 wk ahead,Bin,percent,6.2,6.3,0.000212407798032128
HHS Region 1,3 wk ahead,Bin,percent,6.3,6.4,2.5118131570701e-05
HHS Region 1,3 wk ahead,Bin,percent,6.4,6.5,2.38749675162633e-05
HHS Region 1,3 wk ahead,Bin,percent,6.5,6.6,2.51181315660162e-05
HHS Region 1,3 wk ahead,Bin,percent,6.6,6.7,0.000118668799695358
HHS Region 1,3 wk ahead,Bin,percent,6.7,6.8,2.63247319700512e-05
HHS Region 1,3 wk ahead,Bin,percent,6.8,6.9,2.38749675141468e-05
HHS Region 1,3 wk ahead,Bin,percent,6.9,7.0,2.51181315663142e-05
HHS Region 1,3 wk ahead,Bin,percent,7.0,7.1,2.26683671110199e-05
HHS Region 1,3 wk ahead,Bin,percent,7.1,7.2,2.75313323730245e-05
HHS Region 1,3 wk ahead,Bin,percent,7.2,7.3,2.51181315663188e-05
HHS Region 1,3 wk ahead,Bin,percent,7.3,7.4,2.38749675143003e-05
HHS Region 1,3 wk ahead,Bin,percent,7.4,7.5,2.26683671107171e-05
