location,target,type,unit,bin_start_incl,bin_end_notincl,value
HHS Region 1,1 wk ahead,Bin,percent,10.2,10.3,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,10.3,10.4,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,10.4,10.5,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,10.5,10.6,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,10.6,10.7,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,10.7,10.8,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,10.8,10.9,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,10.9,11.0,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,11.0,11.1,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,11.1,11.2,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,11.2,11.3,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,11.3,11.4,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,11.4,11.5,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,11.5,11.6,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,11.6,11.7,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,11.7,11.8,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,11.8,11.9,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,11.9,12.0,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,12.0,12.1,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,12.1,12.2,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,12.2,12.3,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,12.3,12.4,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,12.4,12.5,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,12.5,12.6,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,12.6,12.7,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,12.7,12.8,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,12.8,12.9,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,12.9,13.0,4.33220266333715e-05
HHS Region 1,1 wk ahead,Bin,percent,13.0,100.0,4.33220266333715e-05
HHS Region 1,2 wk ahead,Bin,percent,0.0,0.1,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,0.1,0.2,6.85262557803008e-05
HHS Region 1,2 wk ahead,Bin,percent,0.2,0.3,0.000524358459110413
HHS Region 1,2 wk ahead,Bin,percent,0.3,0.4,0.00172362606330861
HHS Region 1,2 wk ahead,Bin,percent,0.4,0.5,0.00445591121283261
HHS Region 1,2 wk ahead,Bin,percent,0.5,0.6,0.00838542991770152
HHS Region 1,2 wk ahead,Bin,percent,0.6,0.7,0.0123388940317963
HHS Region 1,2 wk ahead,Bin,percent,0.7,0.8,0.0198440584335165
HHS Region 1,2 wk ahead,Bin,percent,0.8,0.9,0.0257485230827186
HHS Region 1,2 wk ahead,Bin,percent,0.9,1.0,0.0273690901671839
HHS Region 1,2 wk ahead,Bin,percent,1.0,1.1,0.0333849511474161
HHS Region 1,2 wk ahead,Bin,percent,1.1,1.2,0.0473581055373079
HHS Region 1,2 wk ahead,Bin,percent,1.2,1.3,0.0554658905329684
HHS Region 1,2 wk ahead,Bin,percent,1.3,1.4,0.0773673927162322
HHS Region 1,2 wk ahead,Bin,percent,1.4,1.5,0.114086692316268
HHS Region 1,2 wk ahead,Bin,percent,1.5,1.6,0.164202183713582
HHS Region 1,2 wk ahead,Bin,percent,1.6,1.7,0.162686967391658
HHS Region 1,2 wk ahead,Bin,percent,1.7,1.8,0.0991867761251846
HHS Region 1,2 wk ahead,Bin,percent,1.8,1.9,0.0737661807997537
HHS Region 1,2 wk ahead,Bin,percent,1.9,2.0,0.0344121787489517
HHS Region 1,2 wk ahead,Bin,percent,2.0,2.1,0.0129806686636223
HHS Region 1,2 wk ahead,Bin,percent,2.1,2.2,0.0054262582861427
HHS Region 1,2 wk ahead,Bin,percent,2.2,2.3,0.00438068006958913
HHS Region 1,2 wk ahead,Bin,percent,2.3,2.4,0.00452256462176955
HHS Region 1,2 wk ahead,Bin,percent,2.4,2.5,0.00200323745698863
HHS Region 1,2 wk ahead,Bin,percent,2.5,2.6,0.00220289081437867
HHS Region 1,2 wk ahead,Bin,percent,2.6,2.7,0.00123898596979367
HHS Region 1,2 wk ahead,Bin,percent,2.7,2.8,0.000581337484526676
HHS Region 1,2 wk ahead,Bin,percent,2.8,2.9,0.000355046225135614
HHS Region 1,2 wk ahead,Bin,percent,2.9,3.0,0.00023981298205803
HHS Region 1,2 wk ahead,Bin,percent,3.0,3.1,0.000576595365216712
HHS Region 1,2 wk ahead,Bin,percent,3.1,3.2,0.000182484306612829
HHS Region 1,2 wk ahead,Bin,percent,3.2,3.3,0.000126588509379228
HHS Region 1,2 wk ahead,Bin,percent,3.3,3.4,6.90678698716324e-05
HHS Region 1,2 wk ahead,Bin,percent,3.4,3.5,9.06586703091289e-05
HHS Region 1,2 wk ahead,Bin,percent,3.5,3.6,1.26304585467001e-05
HHS Region 1,2 wk ahead,Bin,percent,3.6,3.7,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,3.7,3.8,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,3.8,3.9,3.3563094883219e-05
HHS Region 1,2 wk ahead,Bin,percent,3.9,4.0,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,4.0,4.1,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,4.1,4.2,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,4.2,4.3,0.000498025539362951
HHS Region 1,2 wk ahead,Bin,percent,4.3,4.4,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,4.4,4.5,3.3563094883219e-05
HHS Region 1,2 wk ahead,Bin,percent,4.5,4.6,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,4.6,4.7,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,4.7,4.8,1.16637803736828e-05
HHS Region 1,2 wk ahead,Bin,percent,4.8,4.9,1.16637803736828e-05
HHS Region 1,2 wk ahead,Bin,percent,4.9,5.0,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,5.0,5.1,1.16637803736828e-05
HHS Region 1,2 wk ahead,Bin,percent,5.1,5.2,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,5.2,5.3,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,5.3,5.4,3.3563094883219e-05
HHS Region 1,2 wk ahead,Bin,percent,5.4,5.5,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,5.5,5.6,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,5.6,5.7,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,5.7,5.8,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,5.8,5.9,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,5.9,6.0,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,6.0,6.1,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,6.1,6.2,0.00049748392527162
HHS Region 1,2 wk ahead,Bin,percent,6.2,6.3,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,6.3,6.4,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,6.4,6.5,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,6.5,6.6,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,6.6,6.7,0.00049748392527162
HHS Region 1,2 wk ahead,Bin,percent,6.7,6.8,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,6.8,6.9,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,6.9,7.0,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,7.0,7.1,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,7.1,7.2,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,7.2,7.3,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,7.3,7.4,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,7.4,7.5,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,7.5,7.6,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,7.6,7.7,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,7.7,7.8,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,7.8,7.9,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,7.9,8.0,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,8.0,8.1,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,8.1,8.2,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,8.2,8.3,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,8.3,8.4,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,8.4,8.5,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,8.5,8.6,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,8.6,8.7,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,8.7,8.8,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,8.8,8.9,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,8.9,9.0,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,9.0,9.1,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,9.1,9.2,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,9.2,9.3,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,9.3,9.4,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,9.4,9.5,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,9.5,9.6,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,9.6,9.7,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,9.7,9.8,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,9.8,9.9,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,9.9,10.0,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,10.0,10.1,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,10.1,10.2,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,10.2,10.3,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,10.3,10.4,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,10.4,10.5,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,10.5,10.6,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,10.6,10.7,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,10.7,10.8,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,10.8,10.9,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,10.9,11.0,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,11.0,11.1,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,11.1,11.2,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,11.2,11.3,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,11.3,11.4,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,11.4,11.5,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,11.5,11.6,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,11.6,11.7,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,11.7,11.8,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,11.8,11.9,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,11.9,12.0,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,12.0,12.1,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,12.1,12.2,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,12.2,12.3,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,12.3,12.4,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,12.4,12.5,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,12.5,12.6,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,12.6,12.7,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,12.7,12.8,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,12.8,12.9,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,12.9,13.0,1.15472303640369e-05
HHS Region 1,2 wk ahead,Bin,percent,13.0,100.0,1.15472303640369e-05
HHS Region 1,3 wk ahead,Bin,percent,0.0,0.1,9.0077100547872e-06
HHS Region 1,3 wk ahead,Bin,percent,0.1,0.2,9.0077100551588e-06
HHS Region 1,3 wk ahead,Bin,percent,0.2,0.3,0.000497934990752361
HHS Region 1,3 wk ahead,Bin,percent,0.3,0.4,0.00165358129059291
HHS Region 1,3 wk ahead,Bin,percent,0.4,0.5,0.00354877014169199
HHS Region 1,3 wk ahead,Bin,percent,0.5,0.6,0.00762340128439762
HHS Region 1,3 wk ahead,Bin,percent,0.6,0.7,0.0141515023501248
HHS Region 1,3 wk ahead,Bin,percent,0.7,0.8,0.0161393535388333
HHS Region 1,3 wk ahead,Bin,percent,0.8,0.9,0.0266491265379907
HHS Region 1,3 wk ahead,Bin,percent,0.9,1.0,0.0330177942993042
HHS Region 1,3 wk ahead,Bin,percent,1.0,1.1,0.049843621586649
HHS Region 1,3 wk ahead,Bin,percent,1.1,1.2,0.0730727706244231
HHS Region 1,3 wk ahead,Bin,percent,1.2,1.3,0.0771013937180427
HHS Region 1,3 wk ahead,Bin,percent,1.3,1.4,0.083725835507853
HHS Region 1,3 wk ahead,Bin,percent,1.4,1.5,0.0825189211949732
HHS Region 1,3 wk ahead,Bin,percent,1.5,1.6,0.0847931839008031
HHS Region 1,3 wk ahead,Bin,percent,1.6,1.7,0.0815335077652124
HHS Region 1,3 wk ahead,Bin,percent,1.7,1.8,0.077369825036462
HHS Region 1,3 wk ahead,Bin,percent,1.8,1.9,0.0746605810849858
HHS Region 1,3 wk ahead,Bin,percent,1.9,2.0,0.0528436812902253
HHS Region 1,3 wk ahead,Bin,percent,2.0,2.1,0.0430508084588034
HHS Region 1,3 wk ahead,Bin,percent,2.1,2.2,0.0317938058367896
HHS Region 1,3 wk ahead,Bin,percent,2.2,2.3,0.0199354758530326
HHS Region 1,3 wk ahead,Bin,percent,2.3,2.4,0.0148659046012121
HHS Region 1,3 wk ahead,Bin,percent,2.4,2.5,0.0137078683897768
HHS Region 1,3 wk ahead,Bin,percent,2.5,2.6,0.00933001372043443
HHS Region 1,3 wk ahead,Bin,percent,2.6,2.7,0.00555669647797042
HHS Region 1,3 wk ahead,Bin,percent,2.7,2.8,0.00496736266892025
HHS Region 1,3 wk ahead,Bin,percent,2.8,2.9,0.0029262118291135
HHS Region 1,3 wk ahead,Bin,percent,2.9,3.0,0.00246763639098277
HHS Region 1,3 wk ahead,Bin,percent,3.0,3.1,0.00131387462952666
HHS Region 1,3 wk ahead,Bin,percent,3.1,3.2,0.000542382925359739
HHS Region 1,3 wk ahead,Bin,percent,3.2,3.3,0.00114858167276506
HHS Region 1,3 wk ahead,Bin,percent,3.3,3.4,0.00095829115265666
HHS Region 1,3 wk ahead,Bin,percent,3.4,3.5,5.34556446634897e-05
HHS Region 1,3 wk ahead,Bin,percent,3.5,3.6,0.00100006194765605
HHS Region 1,3 wk ahead,Bin,percent,3.6,3.7,0.000321832269388373
HHS Region 1,3 wk ahead,Bin,percent,3.7,3.8,0.000423226920279278
HHS Region 1,3 wk ahead,Bin,percent,3.8,3.9,0.000410728138605873
HHS Region 1,3 wk ahead,Bin,percent,3.9,4.0,0.000366280203997123
HHS Region 1,3 wk ahead,Bin,percent,4.0,4.1,9.79035792722397e-05
HHS Region 1,3 wk ahead,Bin,percent,4.1,4.2,0.000467674854888028
HHS Region 1,3 wk ahead,Bin,percent,4.2,4.3,9.00771005473974e-06
HHS Region 1,3 wk ahead,Bin,percent,4.3,4.4,9.00771005473973e-06
HHS Region 1,3 wk ahead,Bin,percent,4.4,4.5,9.00771005473973e-06
HHS Region 1,3 wk ahead,Bin,percent,4.5,4.6,0.000321832269388373
HHS Region 1,3 wk ahead,Bin,percent,4.6,4.7,9.00771005473972e-06
HHS Region 1,3 wk ahead,Bin,percent,4.7,4.8,9.00771005473972e-06
HHS Region 1,3 wk ahead,Bin,percent,4.8,4.9,9.00771005473969e-06
HHS Region 1,3 wk ahead,Bin,percent,4.9,5.0,0.000277384334779623
HHS Region 1,3 wk ahead,Bin,percent,5.0,5.1,9.0077100547397e-06
HHS Region 1,3 wk ahead,Bin,percent,5.1,5.2,9.0077100547397e-06
HHS Region 1,3 wk ahead,Bin,percent,5.2,5.3,9.0077100547397e-06
HHS Region 1,3 wk ahead,Bin,percent,5.3,5.4,9.00771005473969e-06
HHS Region 1,3 wk ahead,Bin,percent,5.4,5.5,9.00771005473972e-06
HHS Region 1,3 wk ahead,Bin,percent,5.5,5.6,9.0077100547397e-06
HHS Region 1,3 wk ahead,Bin,percent,5.6,5.7,9.0077100547397e-06
HHS Region 1,3 wk ahead,Bin,percent,5.7,5.8,9.00771005473968e-06
HHS Region 1,3 wk ahead,Bin,percent,5.8,5.9,9.0077100547397e-06
HHS Region 1,3 wk ahead,Bin,percent,5.9,6.0,9.00771005473971e-06
HHS Region 1,3 wk ahead,Bin,percent,6.0,6.1,9.00771005473969e-06
HHS Region 1,3 wk ahead,Bin,percent,6.1,6.2,0.000277384334779623
HHS Region 1,3 wk ahead,Bin,percent,6.2,6.3,0.000545760959504506
HHS Region 1,3 wk ahead,Bin,percent,6.3,6.4,9.0077100547397e-06
HHS Region 1,3 wk ahead,Bin,percent,6.4,6.5,9.00771005473969e-06
HHS Region 1,3 wk ahead,Bin,percent,6.5,6.6,9.0077100547397e-06
HHS Region 1,3 wk ahead,Bin,percent,6.6,6.7,0.000277384334779623
HHS Region 1,3 wk ahead,Bin,percent,6.7,6.8,9.00771005473971e-06
HHS Region 1,3 wk ahead,Bin,percent,6.8,6.9,9.00771005473969e-06
HHS Region 1,3 wk ahead,Bin,percent,6.9,7.0,9.0077100547397e-06
HHS Region 1,3 wk ahead,Bin,percent,7.0,7.1,9.00771005473968e-06
HHS Region 1,3 wk ahead,Bin,percent,7.1,7.2,9.00771005473972e-06
HHS Region 1,3 wk ahead,Bin,percent,7.2,7.3,9.0077100547397e-06
HHS Region 1,3 wk ahead,Bin,percent,7.3,7.4,9.00771005473969e-06
HHS Region 1,3 wk ahead,Bin,percent,7.4,7.5,9.00771005473968e-06
